respid,fdate,qage,s1,s1a,s1com,s2,q1,q2,q3,q4,q5,q6,q7,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13_1,d13_2,d13_3,d13_4,d13_5,d13_6,d14a,d14b,d14c,d15,sex,party_co,age,race,cong_dis,weight
145606,210627,59,55-59, ,55-59,Yes,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Not at all important,Not very important,Not at all important,Strongly oppose,Not at all favorable,Female,55-59 years,Yes,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,59,C,3,1.283263
145707,210628,69,65-69, ,65-69,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,65-69 years,No,Yes,"Married,",Always,Democrat,Moderate,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$150,000 to less than $200,000",F,S,67,C,2,1.079787
145741,210630,80,75+, ,75+,Yes,Not very Likely,Very important,Very important,Extremely important,Somewhat important,Somewhat oppose,Not at all favorable,Female,75 + years,Yes,Yes,"Widowed,",Always,Democrat,Moderate,"0 to 12th grade, but with no diploma","Retired and not working at all,",Don't know or refused [DO NOT READ],White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,80,C,6,1.063092
145745,210628,73,70-74, ,70-74,Yes,Not very Likely,Extremely important,Don't know or refused [DO NOT READ],Not at all important,Not at all important,Strongly oppose,Not at all favorable,Male,70-74 years,No,Yes,"Married,",Always,Republican,Conservative,"Post-graduate study, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,Don't know or refused [DO NOT READ],M,S,72,C,4,.938621
145747,210628,75,75+, ,75+,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,75 + years,No,Yes,"Divorced,",Always,Democrat,Liberal,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$25,000 to less than $35,000",F,E,50,C,1,1.063092
145875,210627,51,50-54, ,50-54,Yes,Somewhat Likely,Very important,Very important,Very important,Extremely important,Strongly support,Very favorable,Male,50-54 years,No,Yes,"Married,",Most of the time,Independent,Moderate,Graduate or professional degree,Employed full-time,No,White/Caucasian, , , , , ,Yes,Yes,Yes,Don't know or refused [DO NOT READ],F,S,50,C,2,1.123384
145918,210628,74,70-74, ,70-74,Yes,Very Likely,Very important,Very important,Very important,Very important,Somewhat support,Very favorable,Female,70-74 years,No,No,"Married,",Always,Republican,Conservative,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,S,56,C,6,1.062288
146015,210628,64,60-64, ,60-64,Yes,Not at all likely,Very important,Very important,Very important,Very important,Strongly support,Very favorable,Male,60-64 years,Yes,Yes,"Married,",Always,Independent,Conservative,2-year college degree,"Retired and not working at all,",No,Pacific Islander/Native Hawaiian/Other Race, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,62,C,3,.474575
146042,210628,68,65-69, ,65-69,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,No,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,"$50,000 to less than $60,000",F,S,68,C,1,1.170382
146082,210629,70,70-74, ,70-74,Yes,Very Likely,Extremely important,Extremely important,Very important,Extremely important,Strongly support,Very favorable,Female,70-74 years,No,Yes,Currently Single and never been married,Always,Democrat,Moderate,2-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,Yes,No,"$15,000 to less than $25,000",F,E,70,B,4,.800151
146314,210628,57,55-59, ,55-59,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Very important,Strongly support,Somewhat favorable,Female,55-59 years,No,Yes,"Married,",Always,Independent,Moderate,4-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,S,57,C,1,1.283263
146469,210628,59,55-59, ,55-59,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,No,Yes,"Married,",Always,Independent,Conservative,Graduate or professional degree,Employed full-time,Yes,Pacific Islander/Native Hawaiian/Other Race, , , , , ,No,Yes,Yes,"$75,000 to less than $100,000",F,U,55,B,2,.477692
146475,210628,50,50-54, ,50-54,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Very important,Strongly support,Extremely favorable,Female,50-54 years,Yes,Yes,"Divorced,",Most of the time,Something else,Moderate,"Post-graduate study, but with no degree",Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$25,000 to less than $35,000",F,S,50,C,3,1.225328
146478,210630,74,70-74, ,70-74,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,Yes,"Married,",Always,Democrat,Liberal,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$150,000 to less than $200,000",F,S,73,C,3,1.062288
146590,210627,61,60-64, ,60-64,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,60-64 years,No,Yes,"Married,",Always,Something else,Conservative,High school graduate or equivalent,Employed full-time,No,White/Caucasian, , , , , ,Yes,Yes,No,Don't know or refused [DO NOT READ],F,S,54,C,2,1.27489
146634,210628,70,70-74, ,70-74,Yes,Not at all likely,Very important,Very important,Extremely important,Extremely important,Strongly support,Very favorable,Male,70-74 years,No,Yes,Currently Single and never been married,Always,Independent,Moderate,"Post-graduate study, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,66,C,2,.938621
146773,210628,78,75+, ,75+,Yes,Extremely likely,Very important,Somewhat important,Extremely important,Don't know or refused [DO NOT READ],Somewhat support,Extremely favorable,Male,75 + years,Yes,Yes,"Married,",Most of the time,Republican,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,Native American or Alaskan Native,White/Caucasian, , , , ,No,No,No,Don't know or refused [DO NOT READ],M,U,74, ,3,.370697
146780,210628,69,65-69, ,65-69,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Neither support or oppose [DO NOT READ],Extremely favorable,Female,65-69 years,No,Yes,"Married,",Most of the time,Independent,Conservative,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,68,C,3,1.170382
146832,210627,78,75+, ,75+,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,75 + years,No,Yes,"Married,",Always,Democrat,Moderate,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,"$35,000 to less than $50,000",F,E,53,C,5,1.063092
146872,210628,64,60-64, ,60-64,Yes,Very Likely,Somewhat important,Very important,Very important,Somewhat important,Somewhat support,Not very favorable,Female,60-64 years,No,Yes,"Married,",Most of the time,Don't know or refused [DO NOT READ],Liberal,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$60,000 to less than $75,000",F,U,57, ,7,1.079926
146960,210629,79,75+, ,75+,Yes,Not at all likely,Don't know or refused [DO NOT READ],Somewhat important,Not very important,Not very important,Somewhat oppose,Not at all favorable,Male,75 + years,No,Yes,"Married,",Always,Republican,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$100,000 to less than $125,000",F,S,77,C,4,.995835
146991,210629,70,70-74, ,70-74,Yes,Extremely likely,Very important,Very important,Very important,Very important,Strongly support,Extremely favorable,Female,70-74 years,Don't know or refused [DO NOT READ],Yes,"Divorced,",Always,Democrat,Don't know or refused [DO NOT READ],4-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$15,000 to less than $25,000",F,E,70,B,6,.800151
147147,210628,68,65-69, ,65-69,Yes,Extremely likely,Extremely important,Somewhat important,Very important,Extremely important,Strongly support,Somewhat favorable,Female,65-69 years,Yes,Yes,"Married,",Most of the time,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,U,68,C,3,1.170382
147260,210628,63,60-64, ,60-64,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,Yes,Yes,"Widowed,",Always,Republican,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,Yes,Yes,No,"Less than $15,000",F,S,63,C,3,1.079926
147419,210629,78,75+, ,75+,Yes,Very Likely,Very important,Very important,Very important,Extremely important,Strongly support,Very favorable,Female,75 + years,No,Yes,"Married,",Always,Democrat,Moderate,"Post high school education, but with no degree","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$50,000 to less than $60,000",F,E,78,B,7,.800756
147530,210629,999,Refused [DO NOT READ],65-69,65-69,Yes,Somewhat Likely,Extremely important,Not at all important,Very important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,Yes,Yes,"Widowed,",Always,Don't know or refused [DO NOT READ],None of the above [DO NOT READ],"Post high school education, but with no degree","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"Less than $15,000",F,E,70,B,5,.88157
147694,210628,53,50-54, ,50-54,Yes,Somewhat Likely,Extremely important,Somewhat important,Very important,Extremely important,Strongly support,Somewhat favorable,Female,50-54 years,No,No,"Married,",Most of the time,Republican,Moderate,Graduate or professional degree,Employed full-time,Yes,White/Caucasian, , , , , ,Yes,Yes,Yes,"$150,000 to less than $200,000",F,U,53,C,1,.456126
147716,210629,76,75+, ,75+,Yes,Not at all likely,Extremely important,Not at all important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Male,75 + years,No,Yes,"Married,",Always,Republican,Conservative,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,S,70,C,5,.995835
147794,210629,71,70-74, ,70-74,Yes,Extremely likely,Very important,Very important,Very important,Very important,Somewhat support,Extremely favorable,Male,70-74 years,No,Yes,"Married,",Most of the time,Democrat,Moderate,High school graduate or equivalent,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,78,C,1,.938621
147798,210628,69,65-69, ,65-69,Yes,Extremely likely,Very important,Very important,Extremely important,Extremely important,Strongly support,Very favorable,Male,65-69 years,No,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,Employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$15,000 to less than $25,000",F,S,53, ,1,1.079787
147959,210627,62,60-64, ,60-64,Yes,Don't know or refused [DO NOT READ],Very important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,No,Yes,"Married,",Always,Democrat,Moderate,4-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$125,000 to less than $150,000",M,U,58,C,1,1.079926
148014,210629,78,75+, ,75+,Yes,Very Likely,Not at all important,Extremely important,Extremely important,Very important,Neither support or oppose [DO NOT READ],Don't know or refused [DO NOT READ],Female,75 + years,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],"Retired and not working at all,",No,White/Caucasian, , , , , ,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],F,S,78,C,5,1.063092
148067,210627,58,55-59, ,55-59,Yes,Extremely likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,No,Yes,"Married,",Always,Don't know or refused [DO NOT READ],Conservative,2-year college degree,Employed full-time,No,Native American or Alaskan Native, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,57,C,5,.477692
148069,210629,74,70-74, ,70-74,Yes,Somewhat Likely,Very important,Very important,Somewhat important,Very important,Somewhat support,Somewhat favorable,Male,70-74 years,No,Yes,"Married,",Always,Something else,Conservative,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,72,C,6,.938621
148141,210629,73,70-74, ,70-74,Yes,Not at all likely,Extremely important,Very important,Very important,Extremely important,Strongly support,Extremely favorable,Male,70-74 years,No,Yes,"Married,",Always,Democrat,Liberal,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,E,72,C,5,.938621
148175,210629,76,75+, ,75+,Yes,Don't know or refused [DO NOT READ],Extremely important,Very important,Very important,Somewhat important,Don't know or refused [DO NOT READ],Not at all favorable,Female,75 + years,Yes,Yes,"Widowed,",Always,Democrat,Don't know or refused [DO NOT READ],"0 to 12th grade, but with no diploma","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,E,76,C,7,1.063092
148352,210628,999,Refused [DO NOT READ],55-59,55-59,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,55-59 years,No,Yes,"Married,",Always,Democrat,Moderate,4-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,Yes,No,No,Don't know or refused [DO NOT READ],F,S,68,C,2,1.258484
148460,210629,72,70-74, ,70-74,Yes,Not very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,Yes,"Divorced,",Always,Independent,Moderate,"Post-graduate study, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,"$100,000 to less than $125,000",F,E,72,C,2,1.062288
148476,210628,71,70-74, ,70-74,Yes,Not very Likely,Somewhat important,Don't know or refused [DO NOT READ],Extremely important,Somewhat important,Neither support or oppose [DO NOT READ],Somewhat favorable,Male,70-74 years,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],No,White/Caucasian, , , , , ,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],M,S,71,C,7,.938621
148543,210628,56,55-59, ,55-59,Yes,Somewhat Likely,Very important,Very important,Very important,Very important,Somewhat support,Somewhat favorable,Male,55-59 years,No,Yes,"Widowed,",Always,Democrat,Conservative,Graduate or professional degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,55,C,4,1.258484
148582,210628,72,70-74, ,70-74,Yes,Not very Likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,Yes,"Married,",Always,Democrat,Moderate,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$125,000 to less than $150,000",M,S,74,B,1,1.062288
148624,210628,73,70-74, ,70-74,Yes,Don't know or refused [DO NOT READ],Extremely important,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Strongly oppose,Not at all favorable,Male,70-74 years,No,Yes,"Widowed,",Always,Don't know or refused [DO NOT READ],Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,73,C,6,.938621
148625,210628,50,50-54, ,50-54,Yes,Not very Likely,Very important,Extremely important,Extremely important,Very important,Somewhat oppose,Somewhat favorable,Female,50-54 years,No,Yes,Currently Single and never been married,Never vote,Democrat,Moderate,High school graduate or equivalent,Employed full-time,No,Black/African American, , , , , ,No,No,No,"$150,000 to less than $200,000",F,U,55, ,7,.922958
148668,210628,57,55-59, ,55-59,Yes,Very Likely,Very important,Don't know or refused [DO NOT READ],Somewhat important,Don't know or refused [DO NOT READ],Strongly oppose,Not very favorable,Female,55-59 years,No,Yes,Currently Single and never been married,Always,Independent,Conservative,High school graduate or equivalent,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,57,C,3,1.283263
148888,210627,57,55-59, ,55-59,Yes,Don't know or refused [DO NOT READ],Extremely important,Extremely important,Somewhat important,Very important,Strongly support,Extremely favorable,Female,55-59 years,No,No,"Married,",Always,Republican,Conservative,"0 to 12th grade, but with no diploma",Employed full-time,No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,59,C,7,1.283263
149051,210629,75,75+, ,75+,Yes,Not very Likely,Very important,Somewhat important,Very important,Very important,Somewhat support,Somewhat favorable,Female,75 + years,Yes,Yes,"Widowed,",Always,Democrat,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$15,000 to less than $25,000",F,E,75,C,7,1.063092
149098,210628,70,70-74, ,70-74,Yes,Not very Likely,Somewhat important,Somewhat important,Somewhat important,Very important,Strongly support,Very favorable,Male,70-74 years,Yes,Yes,"Married,",Always,Republican,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",M,S,70,C,2,.938621
149188,210628,56,55-59, ,55-59,Yes,Extremely likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,Yes,Yes,"Married,",Always,Republican,Conservative,"Post-graduate study, but with no degree",Not in the labor force for other reasons,No,White/Caucasian, , , , , ,Yes,Yes,No,"$75,000 to less than $100,000",F,E,56,C,3,1.283263
149217,210628,70,70-74, ,70-74,Yes,Not at all likely,Very important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,Yes,"Married,",Always,Democrat,Liberal,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$100,000 to less than $125,000",F,E,69,C,5,1.062288
149242,210628,59,55-59, ,55-59,Yes,Very Likely,Extremely important,Very important,Very important,Very important,Somewhat support,Somewhat favorable,Female,55-59 years,Yes,Yes,"Widowed,",Always,Democrat,Liberal,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],No,Don't know or refused [DO NOT READ], , , , , ,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],F,E,59,B,5,.477692
149426,210629,79,75+, ,75+,Yes,Don't know or refused [DO NOT READ],Extremely important,Very important,Very important,Very important,Somewhat support,Extremely favorable,Female,75 + years,No,Yes,"Widowed,",Always,Independent,None of the above [DO NOT READ],High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"Less than $15,000",F,S,79,C,7,1.063092
149578,210627,58,55-59, ,55-59,Yes,Not very Likely,Very important,Very important,Very important,Very important,Strongly support,Very favorable,Female,55-59 years,No,Yes,"Divorced,",Always,Republican,Conservative,High school graduate or equivalent,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,E,57,C,5,1.283263
149674,210629,56,55-59, ,55-59,Yes,Very Likely,Extremely important,Very important,Very important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,No,Yes,"Divorced,",Always,Republican,Conservative,2-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,U,56,C,7,1.283263
149803,210629,85,75+, ,75+,Yes,Somewhat Likely,Extremely important,Very important,Very important,Very important,Strongly support,Extremely favorable,Female,75 + years,No,Yes,"Married,",Always,Democrat,Liberal,Graduate or professional degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$75,000 to less than $100,000",F,E,78,B,2,.800756
149812,210629,79,75+, ,75+,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,75 + years,Yes,Yes,"Widowed,",Most of the time,Democrat,Liberal,High school graduate or equivalent,Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,No,No,"$15,000 to less than $25,000",F,E,78,C,2,1.063092
149948,210629,75,75+, ,75+,Yes,Not at all likely,Extremely important,Very important,Very important,Very important,Somewhat support,Somewhat favorable,Female,75 + years,No,Yes,"Married,",Always,Independent,Moderate,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,75,C,1,1.063092
150033,210630,75,75+, ,75+,Yes,Don't know or refused [DO NOT READ],Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,75 + years,Yes,Yes,"Married,",Always,Independent,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",F,S,74,C,7,1.063092
150063,210628,70,70-74, ,70-74,Yes,Extremely likely,Extremely important,Extremely important,Very important,Extremely important,Somewhat support,Extremely favorable,Female,70-74 years,Yes,Yes,"Married,",Always,Democrat,Moderate,2-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,E,70,B,6,.800151
150100,210627,57,55-59, ,55-59,Yes,Somewhat Likely,Very important,Somewhat important,Somewhat important,Somewhat important,Don't know or refused [DO NOT READ],Extremely favorable,Female,55-59 years,No,No,"Married,",Always,Republican,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,Yes,"$100,000 to less than $125,000",F,S,57,C,4,1.283263
150268,210629,57,55-59, ,55-59,Yes,Not very Likely,Extremely important,Somewhat important,Extremely important,Very important,Somewhat support,Extremely favorable,Female,55-59 years,No,No,"Married,",Always,Democrat,Moderate,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,S,56,C,1,1.283263
150300,210629,58,55-59, ,55-59,Yes,Not very Likely,Extremely important,Don't know or refused [DO NOT READ],Very important,Very important,Strongly support,Very favorable,Female,55-59 years,Yes,Yes,"Divorced,",Most of the time,Independent,Moderate,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"Less than $15,000",F,S,58,C,7,1.283263
150392,210628,65,65-69, ,65-69,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,65-69 years,No,Yes,"Married,",Always,Democrat,Moderate,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",F,S,64,C,3,1.079787
150508,210629,51,50-54, ,50-54,Yes,Not very Likely,Somewhat important,Not very important,Not very important,Extremely important,Somewhat oppose,Extremely favorable,Female,50-54 years,No,Yes,"Divorced,",Always,Independent,Moderate,4-year college degree,Employed full-time,No,Black/African American, , , , , ,No,No,No,"$75,000 to less than $100,000",F,S,51,C,1,.922958
150930,210628,62,60-64, ,60-64,Yes,Very Likely,Extremely important,Somewhat important,Very important,Somewhat important,Somewhat support,Very favorable,Male,60-64 years,No,Yes,"Married,",Most of the time,Independent,Moderate,Graduate or professional degree,Self-employed part-time,No,White/Caucasian, , , , , ,No,Yes,Yes,"$35,000 to less than $50,000",F,E,61,C,4,1.27489
151009,210628,65,65-69, ,65-69,Yes,Not at all likely,Extremely important,Extremely important,Very important,Very important,Somewhat support,Somewhat favorable,Male,65-69 years,No,Yes,"Married,",Always,Republican,Conservative,2-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$60,000 to less than $75,000",F,S,66,C,6,1.079787
151016,210629,77,75+, ,75+,Yes,Not at all likely,Extremely important,Somewhat important,Extremely important,Very important,Strongly support,Very favorable,Female,75 + years,Yes,Yes,"Married,",Most of the time,Democrat,Conservative,"0 to 12th grade, but with no diploma","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,77,B,3,.800756
151103,210630,74,70-74, ,70-74,Yes,Not very Likely,Extremely important,Somewhat important,Very important,Extremely important,Somewhat support,Extremely favorable,Female,70-74 years,Yes,Yes,"Widowed,",Always,Democrat,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$25,000 to less than $35,000",F,E,74,C,6,1.062288
151188,210630,75,75+, ,75+,Yes,Not very Likely,Not very important,Somewhat important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Male,75 + years,No,Yes,"Married,",Always,Republican,Moderate,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$200,000 or more",F,U,74, ,7,.995835
151267,210628,74,70-74, ,70-74,Yes,Don't know or refused [DO NOT READ],Extremely important,Very important,Very important,Very important,Somewhat support,Very favorable,Male,70-74 years,No,Yes,"Married,",Always,Republican,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"Less than $15,000",M,S,74,C,3,.938621
151371,210629,80,75+, ,75+,Yes,Don't know or refused [DO NOT READ],Very important,Very important,Extremely important,Extremely important,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Female,75 + years,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],No,White/Caucasian, , , , , ,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],F,S,80,C,5,1.063092
151466,210627,59,55-59, ,55-59,Yes,Somewhat Likely,Extremely important,Extremely important,Very important,Extremely important,Strongly support,Extremely favorable,Male,55-59 years,Yes,Yes,"Divorced,",Always,Independent,Conservative,High school graduate or equivalent,Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,Yes,No,"$15,000 to less than $25,000",M,S,59,C,5,1.258484
152158,210629,75,75+, ,75+,Yes,Very Likely,Extremely important,Very important,Extremely important,Very important,Strongly support,Very favorable,Male,75 + years,Yes,Yes,"Married,",Always,Democrat,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,E,74,B,6,.750096
152237,210627,59,55-59, ,55-59,Yes,Not very Likely,Very important,Very important,Somewhat important,Very important,Somewhat support,Somewhat favorable,Female,55-59 years,No,Yes,"Married,",Always,Independent,Conservative,Graduate or professional degree,Employed full-time,No,White/Caucasian, , , , , ,Yes,Yes,Yes,"$75,000 to less than $100,000",M,S,58,C,1,1.283263
152302,210630,71,70-74, ,70-74,Yes,Not at all likely,Extremely important,Extremely important,Very important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,Yes,"Married,",Always,Independent,Moderate,4-year college degree,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$25,000 to less than $35,000",F,E,71,B,4,.800151
152357,210628,66,65-69, ,65-69,Yes,Don't know or refused [DO NOT READ],Not very important,Not at all important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Female,65-69 years,Yes,Yes,"Married,",Always,Republican,Conservative,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,67,C,2,1.170382
152578,210627,52,50-54, ,50-54,Yes,Very Likely,Very important,Very important,Extremely important,Extremely important,Strongly support,Very favorable,Male,50-54 years,No,Yes,"Divorced,",Always,Republican,Moderate,2-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",M,S,52,C,2,1.123384
